CID,Melting Point
2537,180 °C
2537,345°F
6436,293.0 °C
6442,89.5 °C
3589,"203 to 205 °F (NTP, 1992)"
3589,95.5 °C
3589,95-96 °C
3589,203°F
5284371,"309 to 313 °F (after drying at 176° F) (NTP, 1992)"
5284371,154-156
5284371,157.5 °C
5284371,157.5°C
5359271,199-201 °C
5359271,200.0 °C
5359271,199-201°C
6457,164.2 °C
66160,220.0 °C
4764,"496 to 504 °F (NTP, 1992)"
4764,262.5 °C
2481,138.5 °C
2481,138-139°C
2732,239.0 °C
2732,Dec 224-2246 °C. Melting point range may extend from 218 to 264 °C on slow heating.
2732,218-264°C
6480,150.1 °C
6493,-23.6 °C
6500,"-58 °F (EPA, 1998)"
6500,-50 °C
6505,-80.0 °C
6505,-80 °C
6505,-80°C
6506,-55 °C
6506,<25°C
6510,58 °C
6518,140.5 °C
6518,138 °C
6526,56.0 °C
6529,"171 to 172 °F (NTP, 1992)"
6529,77.5 °C
6529,MP: SUPERCOOLS; ACIDITY: 0.02 CALCULATED AS % PHOSPHORIC ACID; VISC: 60 CENTISTOKE @ 25 °C & 4.0 CENTISTOKE @ 100 °C /ISOMERIC MIXT/
2576,"198 to 199 °F (NTP, 1992)"
2576,92.0 °C
2576,92 °C
2576,92-93°C
6543,165.0 °C
6543,FP: 164-166 °C
6549,Freezing point: below -74 °C /OECD Guideline 102 (Melting point / Melting Range)/
6549,<25°C
66222,-29.3 °C
6553,"-67.4 °F (NTP, 1992)"
6553,-55.49 °C
6558,"-121 °F (NTP, 1992)"
6558,-85.0 °C
6558,-85 °C
6558,-84.6°C
6565,"50 °F (NTP, 1992)"
6565,10 °C
6571,-44.5 °C
6571,"Yellow needles from alcohol; mp: 124 °C /Chloroacetone 2,4-dihydrophenylhydrazone/"
6571,-45 °C
4,"34.5 °F (NTP, 1992)"
4,25.0 °C
4,1.74 °C
4,24.00to26.00°C.@760.00mmHg
4,1 °C
4,34.5°F
6227,50.0 °C
6227,50 °C
6585,"-22 to 32 °F (EPA, 1998)"
6585,-0.2 °C
6585,0.1°C
6585,0 °C
6597,"49.5 °F (NTP, 1992)"
6597,13.5 °C
6597,12 °C
6597,Liquid molar volume = 0.083010 cu m/kmol; Heat of fusion at melting point = 1.2343X10+7 J/kmol
6641,40.6 °C
6641,40 °C
6641,39 °C
6643,"190 to 205 °F (NTP, 1992)"
6643,95.0 °C
6643,94-95 °C
440105,222°C
2717,116.2-118.6
2717,116.2 °C
2717,116.2-118.2 °C
2717,116.2°C
6669,"274.1 to 277.7 °F (NTP, 1992)"
6669,135.5 °C
6669,135.5-136°C
221493,198.0 °C
221493,198 °C (anhydrous)
221493,Crystals from alcohol + water. MP: 155-156 °C /Cholic acid methyl ester/
221493,Crystals from ethyl acetate + petroleum ether. MP: 162-163 °C /Cholic acid ethyl ester/
221493,197-201°C
6683,259.0 °C
66494,230.5 °C
6702,"401 °F (NTP, 1992)"
6702,205.5 °C
6702,"UV: 1371 (Absorption Spectra in the UV and Visible Regions, Academic Press, New York); MP: 181 °C /1-Amino-4-methylanthraquinone/"
6726,105.5-107.5
6726,105.5 °C
6726,105.5 TO 107.5 °C
6732,"227.3 to 230.9 °F (NTP, 1992)"
6732,109.0 °C
6732,108.5-110.5 °C
6732,108-110 °C
6732,230°F
6741,232.5 °C
6741,228-237 °C
6741,232.5°C
222528,177.0 °C
222528,176-178 °C
222528,171-174°C
6748,152.0 °C
6758,"329 to 331 °F (NTP, 1992)"
6758,176.0 °C
6758,176 °C
6758,MP: 185-186 °C /Dimophic Rotenone/
6758,163°C
6758,165-166 °C
6758,329-331°F
6758,330°F
1072,280 °C (decomposes)
1072,MP: Decomposes at 278-282 °C (darkens at about 240 °C)
6766,"136 °F (NIOSH, 2016)"
6766,56.2 °C
6766,"Crumbly, wax-like flakes at room temperature and light amber liquids above the melting point /Commercial terphenyl mixtures/"
6766,136°F
6778,73.0 °C
6788,2.5 °C
66548,133.0 °C
66548,133°C
6821,150.0 °C
6837,74.3 °C
66582,187.0 °C
6880,37.0 °C
6888,"122 °F (NTP, 1992)"
6888,50.0 °C
1057,"271 to 273 °F (NTP, 1992)"
1057,133.0 °C
1057,133 °C
1057,133°C
1057,131-134 °C
6905,"621 °F (NTP, 1992)"
6905,326.0 °C
6905,327 °C
6909,246.7 °C (decomposes)
6914,"157.1 °F (NTP, 1992)"
6914,69.0 °C
6914,69.5 °C
6914,69 °C
6920,10.5 °C
6920,9°C
6931,76.0 °C
6931,76 °C
6950,"100 to 108 °F (EPA, 1998)"
6950,40.0 °C
6950,38-42 °C
6950,40-41°C
6956,"442 °F (decomposes) (NTP, 1992)"
6956,222.0 °C
6956,"228 °C, DECOMPOSES AT MELTING POINT"
6956,MP: 221-223 °C /COMMERCIAL GRADES/
6979,"241 to 243 °F (NTP, 1992)"
6979,116.5 °C
6980,88.5 °C
6982,63.0 °C
644020,30.5 °C
7025,83.0 °C
7025,83-84 °C
7025,MELTING POINT 58-64 °C /MONOHYDRATE/
7031,"342 °F (NTP, 1992)"
7031,179.0 °C
7031,172 °C
7045,28.0 °C
7057,"232 to 235 °F (NTP, 1992)"
7057,113.0 °C
7057,111-113 °C
7057,MP: 109.5 °C /Technical/
7057,113°C
7057,110.2-113 °C
7057,232°F
4098,MP: 135-136 °C. /METHAPYRILENE FUMARATE/
7076,"192 °F (NIOSH, 2016)"
7076,87.0 °C
7076,87 °C
7076,192°F
7091,162.0 °C
62338,37.0 °C
7099,285.0 °C
7099,284-286 °C
7099,285°C
7113,121.0 °C
7114,"237 °F (NIOSH, 2016)"
7114,114.0 °C
7114,114 °C
7114,237°F
66726,52.0 °C
7124,156.0 °C
7124,156°C
7138,61.0 °C
7157,145 °C
7157,DECOMP TEMP: 125 °C
7166,56.0 °C
7167,42.5 °C
7173,5.0 °C
7173,5-10 °C and 20-25 °C (two forms)
7176,64.5 °C
7183,173.0 °C
7206,9 °C
7207,100.0 °C
7207,100 °C; (technical 95-100 °C)
7207,"MP: 99-100 °C /Technical, about 90% pure/"
7208,66.0 °C
7211,-40.0 °C
7211,-40 °C
7217,-10 °C
7248,"124 °F (NTP, 1992)"
7248,51.0 °C
7248,51 °C
7258,"151 to 154 °F (NTP, 1992)"
7258,68.0 °C
7258,68 °C
7268,-40.6 °C
7268,-38.5 °C
7285,"5.5 °F (NTP, 1992)"
7285,-14.7 °C
7285,-13.9 °C
7285,-14 °C
7285,6°F
7290,"-40 °F (NTP, 1992)"
7290,-40 °C
5324275,"-21.1 °F (NTP, 1992)"
5324275,-29.5 °C
7305,-42.0 °C
7305,-42 °C
7313,-39.0 °C
2406,"365.9 to 367.7 °F (NTP, 1992)"
2406,188.0 °C
2406,188 °C
7344,-26 °C
7344,-26.00°C.@760.00mmHg
7351,"-113.3 °F (USCG, 1999)"
7351,-80.7 °C
7351,-80.66 °C
7351,-81°C
7351,-113.3°F
7361,"-24 °F (NTP, 1992)"
7361,-14.6 °C
7361,-31°C
7361,-31 °C
7361,-24°F
7361,6°F
7381,54.3 °C
442501,37.5°C
7399,85.0 °C
7409,"68 °F (NTP, 1992)"
7409,15.0 °C
7409,20.7 °C
7409,20°C
7411,"2.48 °F (EPA, 1998)"
7411,-17.0 °C
7411,-16.4 °C
7411,-17 °C
1018,136.5 °C
1018,136.5°C
7430,"374 to 378 °F (NTP, 1992)"
7430,191.0 °C
7430,195 °C
7431,262.0 °C
7439,"MP: 25.2 °C. Very soluble in ethanol; soluble in ether, carbon tetrachloride, chloroform /L-Carvone/"
7439,"MP: <15 °C. Very soluble in ethanol; soluble in ether, chloroform /D-Carvone/"
7453,61.5 °C
7461,-10.0 °C
7461,-10°C
7489,"Sublimes (NTP, 1992)"
7489,427 °C (sealed tube)
7489,>300°C
7489,sublimes
22416364,>300°C
4356128,>300°C
7497,"-94 °F (NTP, 1992)"
7497,FREEZING POINT: -70 °C
7497,-70 °C
7497,-94°F
7506,79.0 °C
79,51.0 °C
79,51 °C
7525,"-81 °F (NTP, 1992)"
7525,-64.0 °C
7525,-62.78 °C
7525,-63 °C
7525,-81°F
7542,113 °C
154417,108.5 °C
7563,84.0 °C
7595,"460 °F (NTP, 1992)"
7595,239.0 °C
7595,238 °C
7595,239-240°C
7617,"-94 °F (NTP, 1992)"
7617,less than -70 °C
7622,"-94 °F (NTP, 1992)"
7622,-70.0 °C
7622,-70 °C
7666,-65.7 °C
7666,-67.5 °C
7684,"307 °F (NTP, 1992)"
7684,152.0 °C
6101,"221 °F (USCG, 1999)"
6101,104.5 °C
6101,106-107 °C /ANHYDROUS/
6101,MELTING POINT: 38 °C /METASTABLE FORM/
6101,Melting point = 106 °C /monohydrate/; 93 °C /trihydrate/
6101,104.50°C.@760.00mmHg
6101,106-107 °C
20307553,104.50°C.@760.00mmHg
5373773,-25.0 °C
5373773,Solidifies below -25 °C
7697,86–92
7697,78.0 °C
7697,78°C
7716,-14.4 °C
7746,-80.0 °C
7751,"-15 °F (USCG, 1999)"
7751,-21.0 °C
7751,-26 °C
7757,"-112 °F (USCG, 1999)"
7757,-80 °C
7757,-80°C
7757,-27 °C
7758,"-100 °F (USCG, 1999)"
7758,-98.9 °C
7758,-99 °C
7758,-100°F
7797,-66.1 °C
7797,-66.1°C
7799,-43.1 °C
7799,-43.1°C
7802,"-38 °F (USCG, 1999)"
7802,-39.0 °C
7802,-39 °C
7802,-39°C
7802,-38°F
32881,"-58 °F (USCG, 1999)"
246728,"-70 °F (NIOSH, 2016)"
246728,-23.00°C.@760.00mmHg
246728,-70°F
7829,38.0 °C
7842,"-77.9 °F (EPA, 1998)"
7846,-125.7 °C
7848,"-171 °F (USCG, 1999)"
7848,-113.3 °C
7848,-113.3°C
7848,-113 °C
7848,-172°F
7849,"2.1 °F (NTP, 1992)"
7849,-16.7 °C
7850,"-210.1 °F (NTP, 1992)"
7850,-134.5 °C
7850,-135 °C
7850,-210°F
7853,"-126 °F (NTP, 1992)"
7853,-88.2 °C
7853,-88 °C
3301,"46 °F (EPA, 1998)"
3301,11.1 °C
3301,8.5 °C
3301,11°C
3301,47°F
7858,"-200 °F (EPA, 1998)"
7858,-129.0 °C
7858,-129 °C
7858,-129°C
7858,-200°F
174,"9 °F (NTP, 1992)"
174,-13.0 °C
174,PEG 400: 4-8 °C; PEG 3000: 50-56 °C; PEG 3350: 53-57 °C; PEG 4000: 53-59 °C; PEG 6000:55-61 °C; PEG 8000: 55-62 °C
174,-12.69 °C
174,4-10°C
174,-13 °C
174,9°F
7860,"59 °F (NTP, 1992)"
7860,15.0 °C
7860,15 °C
7860,-14 °C
7860,59°F
4068592,300°C
1123,"572 °F (decomposes) (NTP, 1992)"
1123,328.0 °C
1123,325 °C (decomposes)
1123,300°C
7866,<25°C
7870,"-58 °F (USCG, 1999)"
7870,-50.0 °C
7870,Freezing point = -50 °C (glass or vitreous condition)
7870,Heat of fusion at melting point = 1.48X10+7 J/kmol
7870,-50 °C
7870,-58°F (sets to glass)
7870,-58°F (Sets to glass)
7871,"-71 °F (EPA, 1998)"
7871,-57.0 °C
7871,-57 °C
7873,"32 °F (EPA, 1998)"
7873,Solid below 32 °F
7873,32°F
24705,-80.0 °C
7883,64.0 °C
7884,-30 °C
7891,-112.0 °C
7891,-112 °C
7896,< -50 °C
7896,<-50°C
7898,121.5 °C
7898,119.5 °C
264,"17.8 °F (NTP, 1992)"
264,-5.7 °C
264,-7.9 °C
264,-5.7°C
1088,"406 °F (Decomposes) (NTP, 1992)"
1088,208°C
7311726,208°C
7902,"-74 °F (NTP, 1992)"
7902,-59.0 °C
7902,-65 °C
7902,-59°C
7902,-59 °C
7907,-119.9 °C
7910,"less than -130 °F (USCG, 1999)"
7910,-90.0 °C
7910,-90 °C
7910,-130°F
7918,"-99.6 °F (NTP, 1992)"
7918,-73.0 °C
7918,-73.4 °C
7918,-73°C
7918,-73 °C
7918,-99°F
7931,"-54 °F (NTP, 1992)"
7931,-47.8 °C
61021,246.2 °C (closed capillary)
7945,-99.3 °C
7945,-99.3°C
7953,-46.0 °C
7953,-44.5 °C
7959,"-82.8 °F (USCG, 1999)"
7959,-64.0 °C
7959,Freezing point = -63.8 °C
7959,-64 °C
7959,-83°F
7963,"38.5 °F (NTP, 1992)"
7963,3.66 °C
7963,3.68 °C
7963,3.7 °C
7969,"5.4 °F (EPA, 1998)"
7969,-14.9 °C
7969,-14.87 °C
7969,-14.8°C
7969,-15 °C
7969,5.4°F
7969,5°F
7970,"-0.9 °F (NTP, 1992)"
7970,-18.1 °C
7970,-18 °C
66057,62.0 °C
7976,-29.0 °C
7976,-29°C
7986,-10.0 °C
7986,-10 °C
7986,12°C
7992,-112.0 °C
8001,-34.2 °C
8001,-36 °C
5326160,-145.8 °C
5326160,-151.4 °C
8007,"-58 °F (NTP, 1992)"
8007,-50.0 °C
8007,-50 °C
8007,-50°C
8007,-58°F
8011,"-51 °F (NTP, 1992)"
8011,-46.0 °C
8011,-46 °C
8012,"-176.2 °F (USCG, 1999)"
8012,-115.7 °C
8012,-115.9 °C
8012,-119°C
8012,-116 °C
8012,176.2°F
8012,-176°F
8017,-70.0 °C
8019,"-121.2 °F (NTP, 1992)"
8019,-85.1 °C
8019,-85 °C
8019,-121°F
8038,"-142.8 °F (USCG, 1999)"
8038,-98.8 °C
8038,-98.85°C
8038,-99 °C
8038,-145°F
8048,-20.0 °C
8048,-20°C
8049,5.0 °C
8049,5°C
8052,-93.5°C
8054,"-85 °F (NTP, 1992)"
8054,-70.0 °C
8054,-65.1 °C
8054,-65 °C
8054,-85°F
8059,"-35.1 °F (NTP, 1992)"
8059,-37.3 °C
642197,"-54 °F (USCG, 1999)"
642197,"34 to 37 °F (EPA, 1998)"
642197,-14.166666666699998 °C
642197,2 °C
642197,Heat of Vaporization: 5.849X10+7 J/kmol @ melting point
642197,Surface Tension: 3.8163X10-2 Newtons/m @ melting point
642197,3.5 °C
8060,"-67 to -58 °F (NTP, 1992)"
8060,-55.0 °C
8067,"-105 °F (USCG, 1999)"
8067,-75.7 °C
8067,-75.69 °C
8067,Liquid molar volume = 0.124405 cu m/kmol. Heat of formation = -1.0979X10+8 J/kmol. Heat of fusion = 1.7531X10+7 J/kmol at melting point.
8067,-75.7°C
8067,-104°F
8074,"-94.5 °F (NTP, 1992)"
8074,-70.0 °C
8074,-70.3 °C
8076,"-94 °F (NTP, 1992)"
8076,-70.0 °C
8076,-70 °C
8076,-70°C
8076,-94°F
8076,-130°F
4837,"223 °F (NTP, 1992)"
4837,106 °C
4837,MP: 82-83 °C /Piperazine hydrochloride monohydrate/
4837,106°C
8083,"23.2 °F (NTP, 1992)"
8083,-4.9 °C
8083,-4.8 °C
8083,MP: 145-147 °C; prisms from alcohol; sparingly soluble in water /Morpholine picrate/
8083,"Soluble in water, methanol, ethanol, acetone, ethyl acetate, benzene, chloroform; practically insoluble in toluene, xylene, ether, petroleum ether, carbon tetrachloride; MP: 110-111 °C; crystals from ethanol /Morpholine salicylate/"
8083,-4.9°C
8083,-5 °C
8083,23.2°F
8083,23°F
8088,148.0 °C
135372455,-7.5°C
8094,"16 °F (NTP, 1992)"
8094,-7.5 °C
8094,-7.17 °C
8094,-7.5°C
8095,"-79.1 °F (NTP, 1992)"
8095,-61.7 °C
8095,-62 °C
8095,-79°F
5192,"274.1 °F (NTP, 1992)"
5192,130.8 °C
5192,130.8°C
5192,131 °C
8111,"-38 °F (NTP, 1992)"
8111,-39.0 °C
8111,-39 °C
8111,-39°C
8111,-38°F
8134,"-94 °F (NTP, 1992)"
8134,Less than -84 °C
8134,-94°F
8141,"-60 °F (NTP, 1992)"
8141,-53.5 °C
8141,-53.47 °C
8141,-51°C
8141,-51 °C
8141,-60°F
8146,"-108 °F (NTP, 1992)"
8146,-76.0 °C
8146,Freezing point = -54.0 °C
8146,-76 °C
8146,-108°F
8147,-32.0 °C
8147,Freezing point= -32.8 °C
8160,"-82.3 °F (USCG, 1999)"
8160,-63.0 °C
8160,Freezing point: -63.5 °C
8160,-64 °C
8160,-82°F
8171,-31.5 °C
8171,FP: -31.5 °C
8177,"-90.6 °F (NTP, 1992)"
8177,-68.0 °C
8177,-68.1 °C
8177,-68 °C
8177,-90.6°F
8178,-44.0 °C
8178,Freezing point: -44 °C
8178,-44 °C
8179,"-47.7 °F (NTP, 1992)"
8179,-45.0 °C
8179,-45 °C
8179,-44 °C
8190,"-1.7 °F (USCG, 1999)"
8190,-18.7 °C
8190,-19 °C
8199,"-27.4 °F (USCG, 1999)"
8199,-40.0 °C
8199,-28 °C
8199,-33.3 °C
8222,"98.1 °F (NTP, 1992)"
8222,36.8 °C
8222,36.48 °C
4944,"187 to 197 °F (NIOSH, 2016)"
4944,87.0 °C
4944,87 °C
4944,MP: 91 °C. Unstable in highly alkaline conditions; stable under normal use conditions
4944,91 °C
4944,187-197°F
8266,"406 to 410 °F (NTP, 1992)"
8266,209.0 °C
8266,"208-210 °C, sealed tube; 230-235 °C, open tube"
8266,Melting point: decomposes to the anhydride.
1531,110.0 °C
8284,61.5 °C
8295,"less than -76 °F (NTP, 1992)"
8295,-35.0 °C
8295,-55 °C
8295,-51 °C
8297,65.5-66.7 °C
9570071,"210 to 214 °F (EPA, 1998)"
9570071,99.0 °C
9570071,99-100 °C
9570071,100 °C
9570071,210-214°F
8299,-17.0 °C
8299,-17°C
8301,"-224.5 °F (NTP, 1992)"
8301,-142.5 °C
8301,-89.0 °C
8301,Melts to an extremely viscous gel at 327 °C
8301,-131.15 °C
8301,"ODORLESS OR FAINT ODOR; CRITICAL TEMP: 92 °F= 33 °C= 306 DEG K; HEAT OF POLYMERIZATION: -450 BTU/LB= 250 CAL/G= -10.5X10+5 JOULES/KG; CRITICAL PRESSURE: 573 PSIA= 38.9 ATM= 3.95 MN/SQ M; HEAT OF COMBUSTION: -4,000 BTU/LB= -2,000 CAL/G= -90X10+5 JOULES/KG /INHIBITED/"
8301,-131.2 °C
8301,-224.5°F
67000,100.0 °C
67000,110-117°C
8305,147.0 °C
8305,146.5 - 147.5 °C
8305,MELTING POINT: 144 °C /Technical product/
8305,148-149 °C
8323,216.0 °C
8341,"577 to 583 °F (NTP, 1992)"
8341,304.5 °C
8341,302 °C
8344,-45.0 °C
8344,Freezing point: -45 °C
8346,"-13 °F (NTP, 1992)"
8346,25 °C
8346,-13°F
1309,132.0 °C
8360,"270 °F (NTP, 1992)"
8360,132.0 °C
8360,132 °C
8360,270°F
8381,55.0 °C
3858081,"376 °F (decomposes) (NTP, 1992)"
3858081,194.0 °C
8398,123.0 °C
8398,118-128 °C
3091,41.5 °C
67069,180.5 °C
67069,178-179°C
8413,"264 to 268 °F (NTP, 1992)"
8413,131.5 °C
8413,129-131 °C
8413,MP: 264 °F
8413,131-132 °C
8413,264°F
8419,"108 to 109 °F (NTP, 1992)"
8419,43.0 °C
8419,58°C
67116,64.5 °C
67116,64-65°C
8425,"119.3 °F (NTP, 1992)"
8425,48.5 °C
1044,216.5 °C
1044,214°C
8447,"334 °F (NTP, 1992)"
8447,180.0 °C
8447,180 °C
8447,MP: 168 °C MIN /COMMERCIAL PRODUCT/
4947,"302 °F (NTP, 1992)"
4947,130.0 °C
4947,Between 146 °C and 150 °C after drying at 110 °C for four hours
4947,147-149 °C
4947,150°C
8490,"401 °F (NIOSH, 2016)"
8490,205.5 °C
8490,"Impure military grades containing about 10% HMX /hexamethylenetetramine, has a melting point of/ about 190 °C."
8490,401°F
31201,45.5 °C
31222,"268 °F (NTP, 1992)"
31222,131.0 °C
31222,"131 °C, decomposes"
31222,"Decomposes at its melting point, into azobenzene and aniline."
31222,Heat of fusion at melting point= 1.7630X10+7 J/kmol
31235,11.0 °C
31248,127.0 °C
31248,125 °C (decomp)
31251,-36.7 °C
31251,-44.5°C
31253,< -10 °C
31253,<-10°C
31256,"-45 °F (USCG, 1999)"
31256,-44.0 °C
31256,-44 °C
31256,-44°C
31256,-47 °C
31256,-47°F
31271,-70.0 °C
31271,7.49 °C (280.65 K)
31271,9.5-9.8°C
31276,"-109.3 °F (NTP, 1992)"
31276,-78.5 °C
31276,-78.5°C
31276,-79 °C
31276,-109°F
31277,129.0 °C
31277,129 °C
31277,129°C
454,-23.0 °C
454,-23 °C
454,Liquid Molar Volume = 0.15704 cu m/kmol; IG Heat of Formation = -2.8464X10+8 J/kmol; Heat of Fusion at Melting Point = 2.613X10+7 J/kmol
454,-23°C
31288,"-27 °F (USCG, 1999)"
31288,-32.0 °C
31288,-32 °C
31288,-27°F
15600,"-21.5 °F (NTP, 1992)"
15600,-29.7 °C
15600,-31.00to-28.00°C.@760.00mmHg
13583,28.3 °C
13583,28 °C
8948,160.5 °C
8948,161 °C
31298,154 °C
11807,"89.6 °F (USCG, 1999)"
11807,25.5 °C
11807,31 °C
11807,89.6°F
31301,-110.4 °C
31301,-110.32 °C
31304,"397 °F (EPA, 1998)"
31304,203 °C
31340,86.5 °C
3284,94-96
3284,96.0 °C
3284,96-98 °C
3284,96°C
31352,221.0 °C
31352,212-220 °C
31356,5.5 °C
31356,FP: 5.5 °C
3657,"291 to 295 °F (decomposes) (NTP, 1992)"
3657,133-136
3657,141.0 °C
3657,141 °C
3657,MP: 133-136 °C. Somewhat hygroscopic
3657,142-146°C
1060,13.8 °C
1060,13.8°C
5576,46.0 °C
5576,46°C
5319,181.5 °C
67184,174.0 °C
67184,173-175 °C (slight decomposition)
67184,MP: 174 °C
31398,150.0 °C
31398,150 °C
31401,203°C
275196,176.0 °C
275196,176 °C
275196,176°C
8512,193.8 °C
8518,228.7 °C (decomposes)
8518,"White needles from water crystallizing with 2 molecules of water; MP: 160 °C with decomposition, at 55 °C gives up 2 water molecules; soluble in alcohol /2,3,6-Trinitrobenzoic acid/"
8518,"Yellow needles from ether crystallizing with 1 molecule of ether; MP: 168 °C with decomposition; soluble in ether /3,4,5-Trinitrobenzoic acid/"
8518,"Yellow leaves or plates from water; MP: 194.5 °C with decomposition; soluble in alcohol, ether, benzene, water /2,4,5-Trinitrobenzoic acid/"
2817,130.0 °C
8540,"225 °F (USCG, 1999)"
8540,107.0 °C
8540,106.5-107.5 °C
8593,214.5 °C
8593,218 °C
8594,185.0 °C
8594,203 °C
8594,MP: 175-180 °C /TECHNICAL/
8601,123.5 °C
8606,"352 °F (NTP, 1992)"
8606,178.0 °C
8606,172.5 °C
8606,Colorless to beige amorphous solid with a pungent odor. MP: 175-178 °C /Technical grade/
8606,No melting point; decomposes at 178 °C
8606,352°F
8606,352°F (Decomposes)
8607,177 °C
8607,177°C
8607,350.6
8617,124.5 °C
8617,124.5°C
8621,83.0 °C
8621,95-96 °C
8631,235.5 °C
8675,134.0 °C
8689,"208 °F (NTP, 1992)"
8689,98.0 °C
8689,98 °C
8717,"154 °F (NTP, 1992)"
8717,68.0 °C
8717,68 °C
8738,"-45 °F (NIOSH, 2016)"
8738,-28.0 °C
8738,Freezing point: -43 °C
8738,-28°C
8738,-45°F
439503,207°C
8758,"475 °F (decomposes) (NTP, 1992)"
8758,242 °C dec
8776,"442 °F (decomposes) (NTP, 1992)"
8776,228.0 °C
8776,Decomposes @ 228 °C
8793,26.0 °C
23668198,"392 °F (Decomposes) (NTP, 1992)"
8830,-29.2 °C
8830,-29.0 °C
5271566,-3.65 °C
5271566,1-2°C
8844,-19.8 °C
8852,-76.0 °C
8856,81.5 °C
8856,81.5°C
23511544,135°C
867,"276.1 °F (NTP, 1992)"
867,135-137 °C
867,135°C
1201546,"335.3 °F (NTP, 1992)"
1201546,170.0 °C
1201546,168.5 °C (CAPILLARY); 170.5-171 °C (HOT STAGE)
1269845,"NO DEFINITE MP, ABOUT 340 °C WITH DECOMP"
8871,107.8 °C
8871,107.8°C
8880,16.0 °C
8880,63-65 °C
3032297,Decomposes on heating without melting
8893,"635 °F (NIOSH, 2016)"
8893,635°F
8908,"-112 °F (USCG, 1999)"
8908,-80.9 °C
8908,-81°C
8920,-13.1 °C
8923,-30.0 °C
8923,Freezing point: -35.2 °C
8923,-35 °C
299,"662 °F (decomposes) (NTP, 1992)"
299,350 °C (decomp)
299,662°F (Sublimes)
8947,>355 °C
8947,Melting point 132-139 °C /Disodium methanearsonate hexahydrate/
5237,"95.4 °F (EPA, 1998)"
5237,35.2 °C
439655,173.625 °C
439655,169-170°C
439655,206 °C
3092,"351 °F (NIOSH, 2016)"
3092,177.0 °C
3092,181 °C
3092,181°C
3092,351°F
5430,"579 to 581 °F (NTP, 1992)"
5430,300.0 °C
5430,304-305 °C
5430,300°C
8701,170.0 °C
370,"432 to 464 °F (decomposes) (NTP, 1992)"
370,sublimes at 210
370,Sublimes at 210 °C giving a stable form with melting point 258 to 265 °C (dec) and an unstable form with melting point 225 to 230 °C
370,258-265°C
9013,"343 to 345 °F (NTP, 1992)"
9013,173.5 °C
9013,173-174°C
9032,"1173 °F (EPA, 1998)"
9032,634 °C
9032,1173°F
9037,"57 to 68 °F (EPA, 1998)"
9037,17.0 °C
9037,17 °C
2578,"86 to 90 °F (NTP, 1992)"
2578,31.0 °C
2578,31 °C
2578,31°C
9131,"320 to 325 °F (NTP, 1992)"
9131,163.6 °C
9131,164 °C
9134,158.0 °C
9134,158 °C
9136,68.0 °C
9147,114.0 °C
9152,166.0 °C
9152,165.2 °C
9153,"325 to 329 °F (NTP, 1992)"
9153,168.0 °C
9153,168.4 °C
9153,168 °C
9153,325-329°F
9158,"423 °F (NTP, 1992)"
9158,217.0 °C
9158,217 °C
9183,226.0 °C
9183,228 °C
9189,"223 to 225 °F (NTP, 1992)"
9189,107.4 °C
9237,159.0 °C
9237,158 °C
9259,-8.0 °C
9260,22.0 °C
9260,22°C
9265,"10.4 °F (USCG, 1999)"
9265,-8.0 °C
9272,"29 °F (EPA, 1998)"
9272,-1.7 °C
3033834,"-49 °F (EPA, 1998)"
3033834,-45.0 °C
3033834,-45 °C
11254,"39 °F (NTP, 1992)"
11254,3.5 °C
11254,-19 °C
4618,"less than 14 °F (NTP, 1992)"
4618,<-20 °C
9321,"36 °F (EPA, 1998)"
9321,1.54 °C
9321,MP: 127 °C; soluble in water at 25 °C /Hydrazine monohydroiodide/
9321,2°C
9321,2 °C
9321,36°F
245005,204.0 °C
9357,70-80 °C
9357,90-100 °C
9385,-107.0 °C
9385,-107 °C
9411,"317 °F (Sublimes) (NIOSH, 2016)"
9411,158.0 °C
9411,158 °C
9411,158-160 °C
9411,317°F (sublimes)
9411,317°F (Sublimes)
9412,158.5 °C
9414,"185 °F (EPA, 1998)"
9414,85.0 °C
9414,85 °C
57397079,275°C
791,275°C
9447,171.5 °C
9450,"16 °F (NTP, 1992)"
9450,-9.0 °C
9474,4.5 °C
1794427,205-209°C
64505,-30.0 °C
64505,-30 °C
9583,-43.0 °C
9605,-27.0 °C
9620,-143.2 °C
9737,"-15.61 °F (EPA, 1998)"
9737,-26.4 °C
9738,65.0 °C
9738,65 °C
9775,-56.6 °C
9788,-1.0 °C
5284557,272.0 °C
9903,"363 to 367 °F (NTP, 1992)"
9903,186.0 °C
9903,184-186 °C
9903,186°C
9904,118.0 °C
9904,112 and 124 °C
9904,Needles from 75% alcohol; mp: 174-175 °C; specific optical rotation (alcohol): +104.5 deg at 20 °C/D /Benzoate/
9904,"Small, elongated prisms from petroleum ether; mp: 88-89 °C; specific optical rotation: +50 deg at 20 °C/D (c= 0.5 g/100 ml in chloroform) /cyclohexanecarboxylate/"
9904,"Fine, white to creamy white, crystalline powder; soluble in acetone, chloroform, alcohol, vegetable oils; insoluble in water; odorless or may have slight odor; mp: 33-37 °C /Decanoate/"
9904,"Fine, white to creamy white, crystalline powder; soluble in chloroform, alcohol, dioxane, ether, vegetable oils; insoluble in water; having slight characteristic odor; mp: 95-99 °C /Phenpropionate/"
9904,118°C
3723,255.0 °C
780,153.0 °C
780,153°C
441072,SOLIDIFIES AROUND -2 °C
