Species,Hcp
"4-bromo-1,1’-biphenyl",0.06
octabromobiphenyl,4100
hexabromobiphenyl,2.3
"2,2’,4,4’,5,5’-hexabromo-1,1’-biphenyl",2.3
"1,2-bis(pentabromophenyl) ethane",150
"1,3,6,8-tetrabromopyrene",47
6-bromobenzo[a]pyrene,120
bromomethanol,0.2
dibromomethanol,170
tribromomethanol,1500
formyl bromide,0.73
carbonyl bromide,0.21
bromomethyl peroxide,25
dibromomethyl peroxide,220
tribromomethyl peroxide,1900
bromoethanoic acid,1500
dibromoethanoic acid,2300
tribromoethanoic acid,3000
"2,3-dibromopropyl alcohol",160
bromoacetone,1.7
"2,3-dibromobutane-1,4-diol",0.32
"bromoacetic acid, ethyl ester",0.37
brometone,1000
"2,2-bis(bromomethyl)-1,3-propanediol",2400
trisbromoneopentyl alcohol,770
2-bromophenol,45
3-bromophenol,45
4-bromophenol,67
"2,4-dibromophenol",110
"2,6-dibromophenol",110
"2,4,6-tribromophenol",210
"2,3,4,6-tetrabromophenol",700
pentabromophenol,0.18
1-bromo-2-methoxybenzene,0.029
1-bromo-3-methoxybenzene,0.0072
1-bromo-4-methoxybenzene,0.011
"1,5-dibromo-2-methoxybenzene",0.081
"1,3-dibromo-2-methoxybenzene",0.037
"1,3,4-tribromo-2-methoxybenzene",0.0052
"1,3,5-tribromo-2-methoxybenzene",0.019
pentabromomethoxybenzene,1
"1,3,5-tribromo-2-methoxy-4-methylbenzene",0.44
"4,5,6,7-tetrabromo-1,3-isobenzofurandione",0.61
"allyl 2,4,6-tribromophenyl ether",0.38
"2,4-dibromo-6-methylphenyl glycidyl",82
"2-(2,4,6-tribromophenoxy)ethyl acry-late",290
"1,2,3’,4,4’,5’-hexabromodiphenyl ether",21
heptabromodiphenyl oxide,52
"2,2’,3,4,4’,5,5’,6-octabromodiphenyl",37
nonabromodiphenyl ether,330
"1,2,3-tribromo-4-(3-bromophenoxy)benzene",1.2
"4,4’-methylenebis(2,6-dibromophenol)C13H8Br4O2",0.75
"1,1’-[1,2-ethanediylbis(oxy)]bis",53000
"4,4’-dibromobenzil",8000
"1,2-bis(2,4,6-tribromophenoxy)ethane",18
"2-ethylhexyl-2,3,4,5-tetrabromobenzoate",1.6
tribromobisphenol A,110
"4,4’-(1-methylethylidene)bis(2,6-dibromophenol)",240
"4-[2-[2,6-bis(bromanyl)-4-oxidanyl-phenyl]propan-2-yl]-3,5-bis(bromanyl)phenol",4.2e+07
2-(2-hydroxyethoxy)ethyl,0.36
bromopropylate,21
"1,2,4,5-tetrabromo-3,6-bis(pentabromophenoxy)benzene",1.5e+06
"2,2-bis(3,5-dibromo-4-(2-hydroxyethoxy)phenyl)propane",5.6e+07
solvent red 43,4.4e+12
"2,2-bis[4-(2,3-dibromopropoxy)-3,5-dibromophenyl]-propane",240000
"2,2-bis(4-allyloxy-3,5-dibromophenyl)propane",77
"tetrabromophenolphthalein, ethyl ester",1e+11
"bis(2-ethylhexyl)-3,4,5,6-tetrabromophthalate",400
bromadiolone,1.1e+06
brodifacoum,460
4-bromodiphenyl ether,0.05
"4,4’-dibromodiphenyl ether",0.083
"2,4,4’-tribromodiphenyl ether",0.11
"2,2’,4,4’-tetrabromodiphenyl ether",0.16
"2,3’,4,4’-tetrabromodiphenyl ether",2
"3,3’,4,4’-tetrabromodiphenyl ether",0.83
"2,2’,3,4,4’-pentabromodiphenyl ether",9.1
"2,2’,4,4’,5-pentabromodiphenyl ether",0.62
"2,2’,4,4’,6-pentabromodiphenyl ether",0.33
"2,3’,4,4’,5-pentabromodiphenyl ether",0.62
"2,2’,4,4’,5,5’-hexabromodiphenyl ether",3.5
"2,2’,4,4’,5,6’-hexabromodiphenyl ether",7.3
"2,2’,3,4,4’,5’,6-heptabromodiphenyl",0.14
"2,2’,3,3’,4,4’,5,5’,6,6’-decabromodiphenyl ether",18
dibromoacetonitrile,24
bromoacetonitrile,2.8
"1,2-dibromo-2,4-dicyanobutane",1200
4-bromobenzenamine,11
"2,4,6-tribromobenzenamine",82
"1,1’-ethylene 2,2’-dipyridylium dibro-mide",7e+07
tralomethrin,25000
bromomethyl peroxynitrate,0.35
dibromomethyl peroxynitrate,3
tribromomethyl peroxynitrate,4
"2,2-dibromo-2-cyanoacetamide",520
bronopol,760000
"2,6-dibromo-4-nitroaniline",8200
"2-bromo-4,6-dinitroaniline",39000
3-bromonitrobenzene,5.4
"3,5-dibromo-4-hydroxy-benzonitrile",740
"2,6-dibromo-3-methyl-4-nitroanisole",45
bromacil,76000
bromuron,20000
"tris(2,3-dibromopropyl)isocyanurate",0.82
bromofenoxim,130000
tribromsalan,970000
"1-amino-2,4-dibromo-9,10-anthracenedione",5.5e+07
"2,6-dibromo-4-cyanophenyl octanoate",0.31
deltamethrin,2
"2,2’-(methylenedi-4,1-phenylene)bis(4,5,6,7-tetrabromo-1H-isoindole-1,3(2H)-dione",5.3e+14
bromotrifluoromethane,2e-05
dibromodifluoromethane,0.00033
"1-bromo-1,2,2,2-tetrafluoroethane",0.00012
"1,2-dibromotetrafluoroethane",2.7e-07
4-bromofluorobenzene,0.0053
bromopentafluorobenzene,0.0021
bromethalin,2500
bromochloromethane,0.0066
bromodichloromethane,0.004
bromotrichloromethane,0.027
dibromochloromethane,0.0086
1-chloro-2-bromoethane,0.011
"1,2-dibromo-1,1-dichloroethane",0.062
1-bromo-3-chloropropane,0.39
"1,2-dibromo-3-chloropropane",0.097
"1,2,3,4,5-pentabromo-6-chlorocyclohexane",10
"1,2,3,4-tetrabromo-5,6-dichlorocyclohexane",3.4
"1,2,3-tribromo-4,5,6-trichlorocyclohexane",1.1
1-bromo-4-chlorobenzene,0.0068
"1,2,4-tribromo-3,5,6-trichlorobenzene",0.041
1-(bromomethyl)-2-chlorobenzene,0.019
2-bromo-4-chloro-1-methoxybenzene,0.018
2-bromo-6-chloro-1-methoxybenzene,0.014
4-bromo-2-chloro-1-methoxybenzene,0.13
"2-bromo-3,5-dichloro-1-methoxybenzene",0.011
"2-bromo-4,6-dichloro-1-methoxybenzene",0.0082
"4-bromo-2,3-dichloro-1-methoxybenzene",0.011
"4-bromo-2,6-dichloro-1-methoxybenzene",0.012
"4-bromo-3,5-dichloro-1-methoxybenzene",0.011
"3-bromo-2,6-dichloro-1-methoxybenzene",0.011
"5-bromo-2,4-dichloro-1-methoxybenzene",0.011
"6-bromo-2,3-dichloro-1-methoxybenzene",0.011
"6-bromo-2,5-dichloro-1-methoxybenzene",0.0077
"2-bromo-3,4,5-trichloro-1-methoxybenzene",0.98
"3-bromo-2,4,6-trichloro-1-methoxybenzene",0.01
"3-bromo-2,5,6-trichloro-1-methoxybenzene",0.01
"4-bromo-2,3,6-trichloro-1-methoxybenzene",0.01
"6-bromo-2,3,4-trichloro-1-methoxybenzene",0.011
"4-bromo-2,3,5,6-tetrachloro-1-methoxybenzene",0.0092
"2,6-dibromo-3-chloro-1-methoxybenzene",0.0074
"2,6-dibromo-4-chloro-1-methoxybenzene",0.02
"2,4-dibromo-3,5-dichloro-1-methoxybenzene",0.0091
"2,4-dibromo-5,6-dichloro-1-methoxybenzene",0.0098
"2,3-dibromo-5,6-dichloro-1-methoxybenzene",0.91
"2,6-dibromo-3,4,5-trichloro-1-methoxybenzene",0.0086
"2,4,6-tribromo-3-chloro-1-methoxybenzene",0.0091
"2’,4’,5’,7’-tetrabromo-3,4,5,6-tetrachlorofluorescein",1.5e+13
bromochloroacetonitrile,8.2
"1-bromo-3-chloro-5,5-dimethylhydantoin",12
3-(4-bromo-3-chlorophenyl)-1-methoxy-1-methylurea,0.22
halacrinate,240
bromuconazole,120000
"5,7-dibromo-2-(5-bromo-7-chloro-1,3-dihydro-3-oxo-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one",4.2e+09
chlorantraniliprole,7e+15
tribromofluoromethane,0.0015
bromochlorodifluoromethane,0.0001
"1-bromo-1-chloro-2,2,2-trifluoroethane",0.00056
chlorfenapyr,1700
fluazolate,0.13
iodomethane,0.002
diiodomethane,0.023
triiodomethane,0.0062
iodoethane,0.15
1-iodopropane,0.0011
2-iodopropane,0.00085
1-iodobutane,0.00054
2-iodobutane,0.0007
1-iodopentane,0.00099
1-iodohexane,0.82
1-iodoheptane,0.00026
iodocyclohexane,0.0039
3-iodo-1-propene,0.0038
1-iodocyclohexene,0.0041
iodobenzene,0.0077
iodoacetic acid,240
2-iodophenol,14
3-iodophenol,70
4-iodophenol,46
erythrosine,3.9e+13
"4-hydroxy-3,5-diiodo-benzonitrile",130
3-iodo-2-propynyl butylcarbamate,82
diatrizoic acid,3.5e+12
iothalamic acid,4.4e+12
benodanil,620000
iopamidol,9e+19
ioxaglic acid,2.7e+35
"1,1,1,2,2,3,3-heptafluoro-5-iodopentane",4.6e-06
5-diethylamiloride,8.8e-07
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane",3.2e-08
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iododecane",1.2e-09
chloroiodomethane,0.0088
methanethiol,0.0038
ethanethiol,0.0028
"1,2-ethanedithiol",0.082
thiirane,0.028
1-propanethiol,0.0017
2-propanethiol,0.21
1-butanethiol,0.0015
2-butanethiol,0.0014
2-methyl-1-propanethiol,0.0024
2-methyl-2-propanethiol,0.0016
"1,4-dithiane",0.23
1-pentanethiol,0.00082
1-hexanethiol,0.0019
1-heptanethiol,0.0027
1-octanethiol,0.00043
tert-octanethiol,0.00052
1-nonanethiol,0.12
1-decanethiol,0.00099
1-dodecanethiol,0.00017
dicyclohexyldisulfide,0.0025
dimethyl sulfide,0.0056
ethyl methyl sulfide,0.0042
diethyl sulfide,0.0035
dipropyl sulfide,0.0033
di-(2-propyl)-sulfide,0.003
allyl methyl sulfide,0.0042
dimethyl disulfide,0.0058
diethyl disulfide,0.37
dipropyl disulfide,0.0024
carbon disulfide,0.00061
"2,3,4-trithiapentane",0.021
5-propyl-5-nonanethiol,0.00017
allyl mercaptan,0.012
"3,3’-thiobis-1-propene",0.0041
thiophene,0.44
2-methylthiophene,0.0041
3-methylthiophene,0.0017
propyl allyl disulfide,0.0035
benzenethiol,0.029
methyl phenyl sulfide,0.04
2-methylbenzenethiol,0.027
3-methylbenzenethiol,0.027
4-methylbenzenethiol,0.027
benzenemethanethiol,0.047
dibenzothiophene,0.29
benzyl sulfide,1.9
carbon oxide sulfide,0.00021
"sulfuric acid, dimethyl ester",6.9
dimethylsulfoxide,980
dimethylsulfone,0.5
mercaptoacetic acid,520
2-mercaptoethanol,55
"methanesulfonic acid, methyl ester",2.5
"mercaptoacetic acid, methyl ester",1.6
"methanesulfonic acid, ethyl ester",1.8
divinyl sulfoxide,25
divinyl sulfone,0.2
"2,5-dihydrothiophene sulfone",2.3
thiodiacetic acid,2.2e+08
"thiophene, tetrahydro-, 1,1-dioxide",2.1
2-(ethylthio)ethanol,190
thiodiglycol,5200
"methanesulfonic acid, 1-methylethyl",1.4
4-hydroxybenzenesulfonic acid,3.8e+07
benzenesulfonic acid,3900
dimethipin,430000
4-methylbenzenesulfonic acid,3600
phenylmethanesulfonic acid,9900
"4,4’-sulfonyldiphenol",3.7e+09
lauryl sulfate,55
ethofumesate,270
"1,1’-sulfonylbis(4-(1-methylethyl)-benzene",10
propargite,15
kadethrin,12000
spironolactone,0.9
"2,2’-thiobis(4-(1,1,3,3-tetramethylbutyl)phenol)",450000
"propanoic acid, 3,3’-thiobis-, didodecyl",2.5
"dioctadecyl 3,3’-thiodipropionate",0.082
methyl isothiocyanate,0.17
thiourea,4900
hydrazinecarbothioamide,15000
"thiocyanic acid, methyl ester",0.22
ethanethioamide,1.5
mercaptamine,27
"thiocyanic acid, ethyl ester",0.17
2-imidazolidinethione,29
ethylthiourea,0.42
allyl isothiocyanate,0.041
dazomet,46000
tetramethylthiourea,850
thiram,93
bis(dimethylthiocarbamyl) sulfide,0.58
benzothiazole,27
2-mercaptobenzothiazole,270
2-benzothiazolamine,76000
phenylthiourea,99000
aziprotryn,400
simetryn,0.22
desmetryn,21000
thioquinox,130
"thiocyanic acid, (2-benzothiazolylthio)methyl ester",1.5e+06
ametryn,4100
cimetidine,1e+10
prometryn,820
terbutryn,470
disulfiram,0.12
1-naphthalenylthiourea,1200
"4,4’-thiobisbenzenamine",2.5e+06
dipropetryn,600
dimethametryn,8200
phenothiazine,350
"2,2’-dithiobisbenzothiazole",4.2e+07
methapyrilene,36
olanzapine,1.3e+09
taurine,5.8e+06
2-amino-5-nitrothiazole,1.9e+06
acesulfame,1000
methomyl,520000
4-aminobenzenesulfonic acid,1.1e+07
sulfanilamide,66000
nithiazide,6.2e+09
2-methylbenzenesulfonamide,21
4-methylbenzenesulfonamide,21
ethidimuron,1.4e+08
oxamyl,42000
aldicarb,6600
aldicarb sulfone,3700
butocarboxim,17000
butoxycarboxim,0.35
saccharin,8200
acibenzolar-S-methyl,82
quinomethionate,160
nifurthiazole,1.3e+12
4-methylbenzenesulfonyl isocyanate,0.17
tinidazole,190000
metribuzin,82000
tricyclazole,320000
thidiazuron,3e+07
sulfathiazole,1.7e+08
sulfamethizole,3.8e+08
ethiozin,200
molinate,7.7
thiabendazole,470000
"benzo[b]thiophene-4-ol, methylcarba-mate",5800
sulfamethoxazole,1.5e+07
bentazone,4500
buthidazole,4.8e+06
thiodicarb,11
pebulate,0.041
vernolate,0.32
sulfisoxazole,6.2e+06
ethiofencarb,8200
methiocarb,8.3
cycloate,1.9
methoprotryn,31000
butylate,0.12
carboxin,31000
oxycarboxin,900000
thifensulfuron-methyl,3.4e+08
sulfamethazine,3.2e+07
thiophanate-methyl,8200
"4,4’-oxydi(benzenesulfonohydrazide)C12H14N4O5S2",7.8e+11
albendazole,0.13
oryzalin,5200
isomethiozin,790
isobornyl thiocyanoacetate,38
nitralin,1400
bupirimate,100
timolol,2.3e+11
dithianone,170000
metsulfuron-methyl,7.5e+10
rimsulfuron,15000
thiophanate,1.9e+07
sumatriptan,0.22
sulfometuron methyl,8.2e+12
tribenuron-methyl,9.7e+07
propoxycarbazone,7e+11
valdecoxib,450000
topramezone,1e+12
sulfosulfuron,430000
orthosulfamuron,13000
buprofezin,2.3
bensulfuron methyl,7e+10
esomeprazole,3.3e+13
foramsulfuron,1.7e+11
sethoxydim,450000
mesosulfuron-methyl,9e+10
rosiglitazone,0.58
rabeprazole,8.2e+11
furathiocarb,7600
lincomycin,3.3e+17
pioglitazone,5.8e+06
tamsulosin,2e+09
sufentanil,2.4e+09
sildenafil,1.4e+15
tirofiban,1.3e+09
vardenafil,5.2e+15
taurocholic acid,1.9e+15
dalfopristin,2.2e+24
tinopal,1.2e+38
quinupristin,0.49
"3,3,4,4,4-pentafluorobutane-1-thiol",5.2e-05
"3,3,4,4,5,5,6,6,6-nonafluoro-1-hexanethiol",1.9e-06
"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-pentadecafluoro-1-decanethiol",9.7e-09
"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-hexafluorohexyldisulfanyl)hexane",1.2e-07
perfluorobutane sulfonic acid,2
perfluorohexane sulfonic acid,0.51
perfluorooctane sulfonic acid,0.0009
heptadecafluorooctanesulfonyl fluoride,1.5e-07
fluticasone,4300
flubenzimine,0.23
thiazafluron,32000
undecafluoro-N-methyl-1-pentanesulfonamide,0.00035
"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulfonamide",18
tridecafluoro-N-methyl-1-hexanesulfonamide,6.7e-05
perfluorooctane sulfonamide,5.5e-06
emtricitabine,9e+11
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-methylheptane-1-sulfonamide",1.3e-05
"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-N-methylpentane-1-sulfonamide",3.4
heptadecafluoro-N-methyloctanesulfonamide,2.4e-06
"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-N-methyl-1-hexanesulfonamide",0.64
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-N-methylheptane-1-sulfonamide",0.12
mefluidide,760000
"2-(methyl-(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentylsulfonyl)amino)ethyl",0.097
2-(methyl((nonafluorobutyl)sulfonyl)amino)ethyl methacrylate,0.33
florasulam,1.7e+06
2-(methyl((pentadecafluoroheptyl)sulfonyl)amino)ethyl acrylate,0.0035
flazasulfuron,1.6e+06
pyrasulfotole,7e+08
flufenacet,1700
ethyl N-ethyl-N-[(heptadecafluorooctyl),0.13
2-(((heptadecafluorooctyl)sulfonyl)methylamino)ethyl methacrylate,0.00042
isoxaflutole,53000
primisulfuron-methyl,7e+06
penoxsulam,9e+12
pantoprazole,1.7e+14
2-(N-ethylperfluorooctanesulfamido)ethyl,0.00032
thiazopyr,21
celecoxib,1.3e+07
thidiazimin,3.5e+08
benthiavalicarb isopropyl,0.11
rosuvastatin,2.9e+14
trichloromethanesulfenyl chloride,0.041
"1,1,2,2-tetrachloroethanesulfenyl chlo-ride",0.088
2-chloroethyl ethyl sulfide,0.02
"2,2’-dichlorodiethylsulfide",0.3
pentachlorobenzenethiol,0.066
tetrasul,0.93
methanesulfonyl chloride,0.22
bis(trichloromethyl)sulfone,820
benzenesulfonyl chloride,1.1
4-methylbenzenesulfonyl chloride,1
endosulfan,0.94
endosulfan sulfate,820000
mcpa-thioethyl,0.45
"1,1’-sulfonylbis(4-chlorobenzene)C12H8Cl2O2S",70
"1,2,4-trichloro-5-[(4-chlorophenyl)sulfonyl]benzene",6900
ovex,0.62
sulfenone,52
aramite,52
6-chloro-2-(6-chloro-4-methyl-3-oxobenzo[b]thien-2(3H)-ylidene)-4-methylbenzo[b]thiophene-3(2H)-one,3.2e+07
"5-chloro-3-(trichloromethyl)-1,2,4-thiadiazole",16
"2,4-dichloro-6-(methylthio)-1,3,5-triazine",13
chlorthiamid,35000
"2-chloroallyl-N,N-diethyldithiocarbamate",1.5
thiacloprid,9e+08
chloromethiuron,200000
etridiazole,0.33
4-chloro-3-nitrobenzenesulfonamide,8200
clothianidin,3.4e+10
chlobenthiazone,1.3
prothiocarb hydrochloride,2.5e+09
thicyofen,2.3e+10
thiamethoxam,2.1e+09
"4-amino-3,5-dichloro-N-ethyl-2-methylbenzenesulfonamide",38000
dichlofluanid,190
captan,1400
folpet,130
captafol,3700
diallate,2.6
triallate,0.82
tolylfluanid,13
furosemide,2.5e+10
chlorsulfuron,32000
phosalone,25
dimethenamid,450
dimethenamid-p,2100
cyazofamid,25
prothioconazole,22000
chlorimuron-ethyl,5.5e+09
clopidogrel,4500
hexythiazox,420
clethodim,0.82
clindamycin,3.4e+16
vismodegib,6.2e+11
pyridaben,0.21
tembotrione,5.8e+09
fluothiuron,2.3e+10
sulfentrazone,1.5e+07
flurazole,40
fipronil,12000
fluthiacet-methyl,4700
vemurafenib,8.2e+11
tetrabromobisphenol S,1.5e+11
"1,3-dibromo-5-[3,5-dibromo-4-(2,3-dibromopropoxy)benzenesulfonyl]-2-(2,3-dibromopropoxy)benzene",8.2e+08
bromphenol blue,0.19
bromcresol green,1.5e+13
bromocresol purple,9.9e+12
difethialone,9.9
amisulbrom,47
amical 48,1300
flubendiamide,0.045
9-icosyl-9-phosphabicyclo[4.2.1]nonane,3.1e-05
triphenylphosphine,430
"phosphoric acid, trimethyl ester",1400
trimethyl phosphite,0.9
dimethyl methylphosphonate,7.6
diethyl hydrogen phosphite,1.7
triethylphosphate,270
diisopropyl methanephosphonate,0.22
dibutyl hydrogen phosphite,0.55
dibutyl phosphate,2300
tetraethyl pyrophosphate,45000
tripropyl phosphate,15
triallyl phosphate,18
tributylphosphate,7
hexaethyl tetraphosphate,3e+11
crotoxyphos,1700
"phosphoric acid, dibutyl phenyl ester",20
bis(2-ethylhexyl) hydrogen phosphite,0.58
bis(2-ethylhexyl)hydrogen phosphate,240
triphenyl phosphate,3
tris(2-butoxyethyl) phosphate,820000
p-cresyl diphenyl phosphate,99
triphenylphosphine oxide,19000
"phosphorous acid, triphenyl ester",18
trihexylphosphine oxide,0.0045
"phosphoric acid, octyl diphenyl ester",39
octyldihexylphosphine oxide,0.0025
tris(methylphenyl) phosphate,12
"phosphoric acid, (1-methylethyl)phenyl",130
"phosphoric acid, tris(2-methylphenyl)ester",5.2
"phosphoric acid, tris(3-methylphenyl)ester",9.9
"phosphoric acid, tris(4-methylphenyl)ester",180
isodecyl diphenyl phosphate,23
dioctylhexylphosphine oxide,0.0014
"tris(2,4-dimethylphenyl)phosphate",140
"tris(2,5-dimethylphenyl)phosphate",140
"tris(2,6-dimethylphenyl)phosphate",140
"tris(3,4-dimethylphenyl)phosphate",140
"tris(3,5-dimethylphenyl)phosphate",140
tris(4-isopropylphenyl) phosphate,34
trioctylphosphine oxide,0.82
bis(2-ethylhexyl)-2-ethylhexyl phos-phonate,0.021
didodecyl hydrogen phosphate,25
"phosphoric acid, tris(2-ethylhexyl) ester",120
diisodecylphenyl phosphite,1.9
fyrolflex RDP,3.4e+07
tris(4-tert-butylphenyl) phosphate,14
"tris-(2,4-di-tert-butylphenyl) phosphite",0.061
glyphosate,1.8e+06
krenite,2e+07
tabun,66
glufosinate-ammonium,0.22
monocrotophos,1.5e+07
dicrotophos,200000
octamethyldiphosphoramide,1.6e+11
fyrol 6,62
diethyl 4-nitrophenyl phosphate,1600
dimethyl 4-nitrophenyl phosphate,11000
buminafos,5
methylphosphonyldifluoride,0.45
sarin,17
dimefox,450
isoflurophate,3.1
cyclohexyl methylphosphonofluoridate,3.5
soman,2.1
mipafox,3300
phenylphosphonous dichloride,0.65
chlorphonium chloride,2.8e+07
triclofos,7e+07
"1-hydroxy-2,2,2-trichloroethylphosphonic acid,dimethyl ester",810
"dimethyl-2,2-dichlorovinyl phosphate",39
tris(2-chloroethyl) phosphate,3
cyclophosphamide,700000
ifosfamide,700000
butonate,0.33
"phosphoric acid, 7-chlorobicyclo[3.2.0]hepta-2,6-dien-6-yl dimethyl ester",58
"tris(2,3-dichloropropyl) phosphate",3800
"tris(1,3-dichloroisopropyl)phosphate",3800
tris(2-chloropropyl) phosphate,160
tri-(2-chloroisopropyl)phosphate,160
bis(2-chloropropyl) 2-chloro-1-methylethyl phosphate,160
tetrachlorvinphos,5500
chlorfenvinphos,340
crufomate,3900
phosdiphen,0.26
phosphamidon,2.8
"tris(2,3-dibromo-1-propyl) phosphate",0.38
naled,0.15
"2-bromo-1,1-dimethylethyl 2-bromoethyl 2-chloroethyl phosphate",1500
leptophos,3.7
tributyl phosphorotrithioite,0.43
"bis(2,6,6-trimethylbicyclo[3.1.1]hept-2-enyl) bis(2,6,6-trimethylbicyclo[3.1.1]hept-2-enyl)thiodiphosphonate",8.2e-05
thiometon,0.35
oxydemeton-methyl,6.2e+07
demeton-S-methyl,0.37
methacrifos,10
phorate,2.1
salithion,0.47
acetoxon,13000
demeton-O,6.1
demeton-S,200
sulfotep,2.2
tetrakis(hydroxymethyl) phosphonium,5.8e+17
ethoprophos,61
disulfoton,11
endothion,1.5e+06
terbufos,0.41
ethion,0.26
fonofos,1.4
fenthion,6.8
malathion,670
malaoxon,5.5e+06
cadusafos,7.6
fensulfothion,70000
phenthoate,1800
sulprofos,11
iprobenphos,260
propaphos,3400
edifenphos,0.5
systox,55
temefos,4900
methamidophos,11000
acephate,2e+07
dimethoate,41000
omethoate,2.1e+08
methidathion,1400
fosthietan,240000
formothion,90000
menazon,6600
ethoate-methyl,350000
glyphosate-trimesium,2.3e+10
methylparathion,0.5
zinophos,10
vamidothion,1.1e+10
cyanophos,1.8
fenitrothion,83
fosthiazate-1,75
prothoate,150000
azinphos-methyl,3400
parathion,120
etrimfos,16
propetamphos,210
mecarbam,11000
phosmet,1200
pirimiphos methyl,16
triazophos,320
azinphos-ethyl,100
diazinon,46
isoxathion,160
fenamiphos,0.11
tebupirimfos,3.5
pirimiphos ethyl,0.18
bensulide,1100
ethyl p-nitrophenyl benzenethiophos-phonate,22
isofenphos,120
chlormephos,340
chlorethoxyfos,2.3
ronnel,0.48
tolclofos-methyl,0.017
methyl trithion,99
trichloronate,0.9
dichlofenthion,0.01
chlorthiophos,8.2
carbophenothion,49
coumaphos,90
methylchlorpyrifos,4.1
dicapthon,100
chlorthion,250
isazophos,19
chlorpyrifos,1.8
chlorphoxim,2.3e+10
phosazetim,2100
dialifor,0.55
bromophos,0.1
bromophos-ethyl,0.62
profenofos,450
iodofenphos,2.2
sesone,380000
dioctyl sulfosuccinatesodium salt,2e+06
dodecylbenzenesulfonic acid sodium,160
fosetyl-aluminum,3.1e+09
tetramethylsilane,2.3e-06
tetraethylsilane,3.8e-06
trimethylsilanol,0.07
silicic acid,2.3e+10
dimethylsilanediol,2800
tetramethyl silicate,1.5
pentamethyldisiloxanol,0.00073
tetraethyl silicate,0.49
trimethoxysilylpropyl methacrylate,33
hexamethyldisiloxane,0.13
octamethyltrisiloxane,3.4e-07
decamethyltetrasiloxane,1.4e-07
dodecamethylpentasiloxane,8.7e-08
tetradecamethylhexasiloxane,2.7e-08
hexadecamethylheptasiloxane,7.6e-09
octadecamethyloctasiloxane,3.3e-09
hexamethylcyclotrisiloxane,5.6e-06
octamethylcyclotetrasiloxane,7.3e-07
decamethylcyclopentasiloxane,2.8e-07
dodecamethylcyclohexasiloxane,4e-07
"tetramethyldisiloxane-1,3-diol",0.18
"hexamethyltrisiloxane-1,5-diol",0.0034
"octamethyltetrasiloxane-1,7-diol",0.0027
pentamethylcyclotrisiloxanol,0.0011
heptamethylcyclotetrasiloxanol,0.00023
nonamethylcyclopentasiloxanol,7e-05
hexamethyldisilazane,0.11
dichloromethylsilane,0.00076
etacelasil,2900
zineb,2700
ziram,16000
diethyl arsine,2.2e-05
lewisite,0.031
phenyldichloroarsine,0.33
adamsite,300
2-amino-4-(methylselenyl)butyric acid,290000
tetramethylstannane,9.4e-06
tetraethylstannane,1.6e-05
tetrabutylstannane,1.6e-06
hexabutyldistannoxane,76
hexakis(2-methyl-2-phenylpropyl)distannoxane,0.49
"1-(tricyclohexylstannyl)1H-1,2,4-triazole",4.6e+06
dimethylmercury,0.0013
diethylmercury,0.001
dipropylmercury,0.00056
diisopropylmercury,0.00039
dibutylmercury,0.00029
diphenylmercury,280
hydroxymethylmercury,980
phenyl mercuric ethanoate,15000
chloromethylmercury,0.22
chloroethylmercury,15
chloropropylmercury,12
chloroisopropylmercury,9.9
chlorobutylmercury,8.8
chloropentylmercury,7
chlorophenylmercury,380
2-methoxyethylmercury chloride,3900
bromoethylmercury,3
bromophenylmercury,180
iodomethylmercury,2
iodoethylmercury,2.5
iodophenylmercury,0.9
tetramethyl lead,1.6e-05
ethyltrimethylplumbane,2.8e-05
diethyldimethylplumbane,2.1e-05
triethylmethylplumbane,1.6e-05
tetraethyllead,1.3e-05
(Z)-bicyclo[4.4.0]decane,0.00043
(E)-bicyclo[4.4.0]decane,0.00027
"(E)-1,3-pentadiene",8.2e-05
(E)-1-propenylbenzene,0.0029
(R)-1-methyl-4-(1-methylethenyl)-cyclohexene,0.00026
(S)-1-methyl-4-(1-methylethenyl)-cyclohexene,0.00035
"(Z)-3,7-dimethyl-1,3,6-octatriene",0.0004
"(E)-3,7-dimethyl-1,3,6-octatriene",0.0003
(C6H5)2,0.034
(E)-stilbene,0.014
(S)-2-methyl-1-butanol,0.39
"(E)-3,7-dimethyl-2,6-octadien-1-ol",0.17
(Z)-9-octadecen-1-ol,0.021
"(2R,3R,4S)-pentane-1,2,3,4,5-pentol",3.9e+11
"(2R,3S,4S)-pentane-1,2,3,4,5-pentol",4.6e+11
"(2R,4R)-pentane-1,2,3,4,5-pentol",6.7e+11
