,Substance,Hcp
3237,1-chloro-4-isocyanatobenzene,0.57
3238,"1,2-dichloro-4-isocyanatobenzene",0.077
3239,2-chloro-1-methyl-4-nitrobenzene,0.24
3240,"2,4-dichloro-3-methyl-6-nitrophenol",2.3
3241,4-chloro-5-methyl-2-nitrophenol,0.36
3242,"3-amino-2,5-dichlorobenzoic acid",3.6
3243,"2,3,5,6-tetrachloro-4-nitroanisole",0.52
3244,swep,820
3245,methyl 5-chloro-2-nitrobenzoate,97
3246,"4-chloro-2,5-dimethoxynitrobenzene",0.18
3247,monuron,17000
3248,monolinuron,210
3249,diuron,20000
3250,propanil,5800
3251,methazole,43
3252,chlortoluron,70000
3253,metoxuron,690
3254,chlorpropham,23
3255,pyrazon,0.3
3256,"2,4-D dimethylamine",7e+10
3257,"3’,4’-dichlorocyclopropanecarboxanilide",3800
3258,chlorbufam,1100
3259,zarilamid,150000
3260,chloramphenicol,4.3e+12
3261,cloethocarb,500000
3262,formetanate hydrochloride,4.3e+13
3263,cyclanilide,14000
3264,propachlor,27
3265,barban,820
3266,propyzamide,5.2
3267,nitrofen,3.3
3268,buturon,13000
3269,triclocarban,220000
3270,"3,5-dichloro-N-(3,4-dichlorophenyl)-2-",210000
3271,procymidone,0.85
3272,melphalan,2.3e+07
3273,niclosamide,15000
3274,zoxamide,4900
3275,fenhexamid,200000
3276,chlorambucil,37000
3277,2-chloro-N-(ethoxymethyl)-N-(2-,0.37
3278,alachlor,670
3279,bifenox,3.7
3280,metolachlor,750
3281,chloroxuron,24000
3282,pigment red 4,0.11
3283,darendoside b,2.7e+07
3284,butenachlor,100
3285,butachlor,160
3286,pretilachlor,4500
3287,halofenozide,270000
3288,ochratoxin C,7.6e+08
3289,mandipropamid,11000
3290,fenvalerate,290
3291,esfenvalerate,24
3292,picloram,0.3
3293,clopidol,9900
3294,uracil mustard,2.5e+07
3295,imidacloprid,4.9e+09
3296,"ethyl [(3,5,6-trichloro-2-",4.5
3297,terbacil,0.52
3298,triforine,2600
3299,anagrelide,3.7e+07
3300,fenpiclonil,1900
3301,fenchlorazole-ethyl,2700
3302,vinclozoline,580
3303,forchlorfenuron,3.5e+06
3304,myclozolin,370
3305,chlozolinate,440
3306,monalide,400
3307,etaconazole,7900
3308,triadimenol,7.6e+06
3309,triadimefon,120000
3310,imazalil,0.38
3311,propiconazole,11000
3312,clonazepam,1.4e+07
3313,oxazepam,18000
3314,oxadiazon,140
3315,cyproconazole,14000
3316,diclobutrazol,8000
3317,diazepam,2700
3318,bendamustine,2.5e+07
3319,piperalin,430
3320,tebuconazole,70000
3321,fenarimol,1400
3322,triticonazole,66000
3323,boscalid,19000
3324,"8,9,10,11-tetrachloro-12-",480000
3325,pigment red 254,3.4e+09
3326,quizalofop ethyl,900
3327,pyraclostrobine,190000
3328,ponsol red violet 2rnx,2.4e+10
3329,dimethomorph,9.9e+09
3330,aripiprazole,9.9e+11
3331,ag-g-86814,1.8e+14
3332,"8,18-dichloro-5,15-diethyl-5,15-",8e+06
3333,fluoroethene,8.2e-05
3334,"1,2-difluoroethane",0.25
3335,trifluoroethene,2.3e-05
3336,"3,3,3-trifluoropropene",1.3e-05
3337,"1,1,3,3,3-pentafluoro-2-",2.9e-07
3338,decafluorobutane,1.5e-08
3339,tetradecafluorohexane,5.4e-10
3340,"1,1,1,3,3,3-hexafluoro-2-propanone",0.0032
3341,desflurane,0.00014
3342,sevoflurane,5.2e-05
3343,metofluthrin,1
3344,fluoxymesterone,16000
3345,dexamethasone,140
3346,flocoumafen,1.4e+07
3347,chlorofluoromethane,0.15
3348,chlorodifluoromethane,0.00034
3349,dichlorofluoromethane,0.00091
3350,chlorotrifluoromethane,9.9e-06
3351,dichlorodifluoromethane,3e-05
3352,trichlorofluoromethane,0.00011
3353,"1,1,1,2-tetrachlorodifluoroethane",6.2e-05
3354,"1,1,2,2-tetrachlorodifluoroethane",9e-05
3355,"1,1,1-trichloro-2,2,2-trifluoroethane",3.7e-05
3356,"1,1,2-trichloro-1,2,2-trifluoroethane",0.0002
3357,"1,1-dichlorotetrafluoroethane",8.2e-06
3358,"1,2-dichlorotetrafluoroethane",9e-06
3359,"1,1,2,2-tetrachloro-1-fluoroethane",0.0033
3360,"1,1-dichloro-1,2,2-trifluoroethane",0.0001
3361,"1,2-dichloro-1,1,2-trifluoroethane",0.0001
3362,"2,2-dichloro-1,1,1-trifluoroethane",0.00023
3363,"1-chloro-1,1,2,2-tetrafluoroethane",1.8e-05
3364,"1-chloro-1,2,2,2-tetrafluoroethane",0.11
3365,"1,2-dichloro-1,1-difluoroethane",0.00014
3366,"2-chloro-1,1,1-trifluoroethane",0.00037
3367,"1,1-dichloro-1-fluoroethane",0.00029
3368,"1-chloro-1,1-difluoroethane",0.00015
3369,"2-chloro-1,1-difluoroethene",0.00017
3370,chlorotrifluoroethene,3.2e-05
3371,"3,3-dichloro-1,1,1,2,2-",0.98
3372,"1,3-dichloro-1,1,2,2,3-pentafluoro-",0.00011
3373,1-chloro-3-(trifluoromethyl)benzene,0.00029
3374,1-chloro-4-(trifluoromethyl)benzene,0.00028
3375,3-chloro-4-fluorobenzotrifluoride,0.00024
3376,"3,4-dichlorobenzotrifluoride",0.00038
3377,chlorodifluoroethanoic acid,250
3378,carbonic chloride fluoride,0.099
3379,trifluoroacetylchloride,0.02
3380,"2,2-dichloro-1,1-difluoro-1-",0.29
3381,"1-chloro-2,2,2-trifluoroethyl difluo-",0.00024
3382,"2-chloro-1,1,2-trifluoroethyl difluo-",0.0003
3383,3-[2-chloro-4-,640
3384,3-(2-chloro-4-,1.1
3385,tefluthrin,0.0062
3386,clobetasol,62000
3387,4-fluoroaniline,1.6
3388,cinacalcet,45
3389,hydramethylnon,4.5
3390,"3,5-dichloro-2,4,6-trifluoropyridine",1.6
3391,chlorodifluoronitrooxymethane,0.029
3392,1-chloro-2-nitro-4-(trifluoromethyl)-,0.072
3393,"2-chloro-1,3-dinitro-5-",18
3394,fluroxypyr,570000
3395,norflurazon,29000
3396,fluchloralin,0.66
3397,fluazinam,0.39
3398,5-(2-chloro-4-,9.9
3399,tetraconazole,2300
3400,fluopicolide,9000
3401,difluron,2100
3402,efavirenz,1400
3403,quinoxyfen,1000
3404,oxyfluorfen,12
3405,pyraflufen-ethyl,12000
3406,carfentrazone ethyl,3300
3407,triflumizole,2.5e+07
3408,"3-(2,4-dichlorophenyl)-6-fluoro-2-(1H-",0.56
3409,hexaflumuron,0.99
3410,nuarimol,1.5e+07
3411,clodinafop-propargyl,3500
3412,flamprop-methyl,2200
3413,pyridalyl,4.9e+06
3414,lactofen,23
3415,chlorfluazuron,3.9e+08
3416,flufenoxuron,3.8e+06
3417,fluoxastrobin,9e+06
3418,haloperidol,4.3e+08
3419,indoxacarb,15000
3420,cyfluthrin,0.34
3421,metamifop,16
3422,cyhalothrin,0.7
3423,bifenthrin,9.9
3424,flucycloxuron,38
3425,fluvalinate,660
3426,bromomethane,0.0017
3427,dibromomethane,0.31
3428,tribromomethane,0.017
3429,tetrabromomethane,0.02
3430,bromoethane,0.0013
3431,"1,1-dibromoethane",0.0076
3432,"1,2-dibromoethane",0.017
3433,"1,2-dibromoethane-d4",0.16
3434,"1,1,2,2-tetrabromoethane",0.01
3435,1-bromopropane,0.0011
3436,2-bromopropane,0.00084
3437,"1,2-dibromopropane",0.0068
3438,"1,3-dibromopropane",0.0011
3439,1-bromobutane,0.46
3440,2-bromobutane,0.00077
3441,1-bromo-2-methylpropane,0.00042
3442,2-bromo-2-methylpropane,0.00024
3443,1-bromo-3-methylbutane,0.00049
3444,"1,4-dibromobutane",0.073
3445,1-bromopentane,0.00047
3446,1-bromo-2-methylbutane,0.00088
3447,1-bromohexane,0.0003
3448,1-bromo-3-methylpentane,0.00058
3449,bromocyclohexane,0.7
3450,1-bromoheptane,0.00023
3451,1-bromooctane,0.00024
3452,"1,8-dibromooctane",0.014
3453,"1,2-dibromo-4-(1,2-",170
3454,1-bromononane,0.00079
3455,hexabromocyclododecane,0.21
3456,vinyl bromide,0.0007
3457,"1,2-dibromoethene",0.012
3458,3-bromo-1-propene,0.0009
3459,3-bromo-1-propyne,0.88
3460,1-bromocyclohexene,0.002
3461,1-bromo-4-methylcyclohexene,0.0014
3462,bromobenzene,0.005
3463,bromobenzene-d5,0.0065
3464,"1,2-dibromobenzene",0.0095
3465,"1,3-dibromobenzene",0.005
3466,"1,4-dibromobenzene",0.94
3467,"1,2,4-tribromobenzene",0.031
3468,"1,3,5-tribromobenzene",0.029
3469,"1,2,4,5-tetrabromobenzene",0.0027
3470,hexabromobenzene,0.093
3471,p-bromobenzyl bromide,0.036
3472,1-bromo-2-methylbenzene,0.0041
3473,1-bromo-3-methylbenzene,0.15
3474,1-bromo-4-methylbenzene,0.0034
3475,"3,5-dibromotoluene",0.017
3476,pentabromotoluene,0.4
3477,1-bromo-2-ethylbenzene,0.003
3478,1-bromo-4-ethylbenzene,0.0031
3479,1-(bromomethyl)-2-methylbenzene,0.013
3480,1-(bromomethyl)-3-methylbenzene,0.013
3481,1-(bromomethyl)-4-methylbenzene,0.013
3482,2-bromostyrene,0.009
3483,"2,3,4,5,6-pentabromoethylbenzene",0.12
3484,1-bromo-2-(2-propyl)-benzene,0.0017
3485,1-bromonaphthalene,0.082
3486,decabromobiphenyl,230
3487,"4-bromo-1,1’-biphenyl",0.06
3488,octabromobiphenyl,4100
3489,hexabromobiphenyl,2.3
3490,"2,2’,4,4’,5,5’-hexabromo-1,1’-biphenyl",2.3
3491,"1,2-bis(pentabromophenyl) ethane",150
3492,"1,3,6,8-tetrabromopyrene",47
3493,6-bromobenzo[a]pyrene,120
3494,bromomethanol,0.2
3495,dibromomethanol,170
3496,formyl bromide,0.73
3497,carbonyl bromide,0.21
3498,bromomethyl peroxide,25
3499,dibromomethyl peroxide,220
3500,tribromomethyl peroxide,1900
3501,bromoethanoic acid,1500
3502,dibromoethanoic acid,2300
3503,tribromoethanoic acid,3000
3504,"2,3-dibromopropyl alcohol",160
3505,bromoacetone,1.7
3506,"2,3-dibromobutane-1,4-diol",0.32
3507,"bromoacetic acid, ethyl ester",0.37
3508,brometone,1000
3509,"2,2-bis(bromomethyl)-1,3-propanediol",2400
3510,trisbromoneopentyl alcohol,770
3511,2-bromophenol,45
3512,3-bromophenol,45
3513,4-bromophenol,67
3514,"2,4-dibromophenol",110
3515,"2,6-dibromophenol",110
3516,"2,4,6-tribromophenol",210
3517,"2,3,4,6-tetrabromophenol",700
3518,pentabromophenol,0.18
3519,1-bromo-2-methoxybenzene,0.029
3520,1-bromo-3-methoxybenzene,0.0072
3521,1-bromo-4-methoxybenzene,0.011
3522,"1,5-dibromo-2-methoxybenzene",0.081
3523,"1,3-dibromo-2-methoxybenzene",0.037
3524,"1,3,4-tribromo-2-methoxybenzene",0.0052
3525,"1,3,5-tribromo-2-methoxybenzene",0.019
3526,pentabromomethoxybenzene,1
3527,"1,3,5-tribromo-2-methoxy-4-",0.44
3528,"4,5,6,7-tetrabromo-1,3-",0.61
3529,"allyl 2,4,6-tribromophenyl ether",0.38
3530,"2,4-dibromo-6-methylphenyl glycidyl",82
3531,"2-(2,4,6-tribromophenoxy)ethyl acry-",290
3532,"1,2,3’,4,4’,5’-hexabromodiphenyl ether",21
3533,heptabromodiphenyl oxide,52
3534,"2,2’,3,4,4’,5,5’,6-octabromodiphenyl",37
3535,nonabromodiphenyl ether,330
3536,"1,2,3-tribromo-4-(3-",1.2
3537,"4,4’-methylenebis(2,6-dibromophenol)",0.75
3538,"1,1’-[1,2-ethanediylbis(oxy)]bis",53000
3539,"4,4’-dibromobenzil",8000
3540,"1,2-bis(2,4,6-tribromophenoxy)ethane",18
3541,"2-ethylhexyl-2,3,4,5-",1.6
3542,tribromobisphenol A,110
3543,"4-[2-[2,6-bis(bromanyl)-4-",4.2e+07
3544,2-(2-hydroxyethoxy)ethyl,0.36
3545,bromopropylate,21
3546,"1,2,4,5-tetrabromo-3,6-",1.5e+06
3547,"2,2-bis(3,5-dibromo-4-(2-",5.6e+07
3548,solvent red 43,4.4e+12
3549,"2,2-bis[4-(2,3-dibromopropoxy)-3,5-",240000
3550,"2,2-bis(4-allyloxy-3,5-",77
3551,"tetrabromophenolphthalein, ethyl ester",1e+11
3552,"4,10-dibromodibenzo[def,mno]",0.58
3553,"bis(2-ethylhexyl)-3,4,5,6-",400
3554,bromadiolone,1.1e+06
3555,brodifacoum,460
3556,4-bromodiphenyl ether,0.05
3557,"4,4’-dibromodiphenyl ether",0.083
3558,"2,4,4’-tribromodiphenyl ether",0.11
3559,"2,2’,4,4’-tetrabromodiphenyl ether",0.16
3560,"2,3’,4,4’-tetrabromodiphenyl ether",2
3561,"3,3’,4,4’-tetrabromodiphenyl ether",0.83
3562,"2,2’,3,4,4’-pentabromodiphenyl ether",9.1
3563,"2,2’,4,4’,5-pentabromodiphenyl ether",0.62
3564,"2,2’,4,4’,6-pentabromodiphenyl ether",0.33
3565,"2,3’,4,4’,5-pentabromodiphenyl ether",0.62
3566,"2,2’,4,4’,5,5’-hexabromodiphenyl ether",3.5
3567,"2,2’,4,4’,5,6’-hexabromodiphenyl ether",7.3
3568,"2,2’,3,4,4’,5’,6-heptabromodiphenyl",0.14
3569,"2,2’,3,3’,4,4’,5,5’,6,6’-",18
3570,dibromoacetonitrile,24
3571,bromoacetonitrile,2.8
3572,"1,2-dibromo-2,4-dicyanobutane",1200
3573,4-bromobenzenamine,11
3574,"2,4,6-tribromobenzenamine",82
3575,"1,1’-ethylene 2,2’-dipyridylium dibro-",7e+07
3576,tralomethrin,25000
3577,bromomethyl peroxynitrate,0.35
3578,dibromomethyl peroxynitrate,3
3579,tribromomethyl peroxynitrate,4
3580,"2,2-dibromo-2-cyanoacetamide",520
3581,bronopol,760000
3582,"2,6-dibromo-4-nitroaniline",8200
3583,"2-bromo-4,6-dinitroaniline",39000
3584,3-bromonitrobenzene,5.4
3585,"3,5-dibromo-4-hydroxy-benzonitrile",740
3586,"2,6-dibromo-3-methyl-4-nitroanisole",45
3587,bromacil,76000
3588,bromuron,20000
3589,"tris(2,3-dibromopropyl)isocyanurate",0.82
3590,bromofenoxim,130000
3591,tribromsalan,970000
3592,"1-amino-2,4-dibromo-9,10-",5.5e+07
3593,"2,6-dibromo-4-cyanophenyl octanoate",0.31
3594,deltamethrin,2
3595,"2,2’-(methylenedi-4,1-",5.3e+14
3596,bromotrifluoromethane,2e-05
3597,dibromodifluoromethane,0.00033
3598,"1-bromo-1,2,2,2-tetrafluoroethane",0.00012
3599,"1,2-dibromotetrafluoroethane",2.7e-07
3600,4-bromofluorobenzene,0.0053
3601,bromopentafluorobenzene,0.0021
3602,bromethalin,2500
3603,bromochloromethane,0.0066
3604,bromodichloromethane,0.004
3605,bromotrichloromethane,0.027
3606,dibromochloromethane,0.0086
3607,1-chloro-2-bromoethane,0.011
3608,"1,2-dibromo-1,1-dichloroethane",0.062
3609,1-bromo-3-chloropropane,0.39
3610,"1,2-dibromo-3-chloropropane",0.097
3611,"1,2,3,4,5-pentabromo-6-",10
3612,"1,2,3,4-tetrabromo-5,6-",3.4
3613,"1,2,3-tribromo-4,5,6-",1.1
3614,1-bromo-4-chlorobenzene,0.0068
3615,"1,2,4-tribromo-3,5,6-trichlorobenzene",0.041
3616,1-(bromomethyl)-2-chlorobenzene,0.019
3617,2-bromo-4-chloro-1-methoxybenzene,0.018
3618,2-bromo-6-chloro-1-methoxybenzene,0.014
3619,4-bromo-2-chloro-1-methoxybenzene,0.13
3620,"2-bromo-3,5-dichloro-1-",0.011
3621,"2-bromo-4,6-dichloro-1-",0.0082
3622,"4-bromo-2,3-dichloro-1-",0.011
3623,"4-bromo-2,6-dichloro-1-",0.012
3624,"4-bromo-3,5-dichloro-1-",0.011
3625,"3-bromo-2,6-dichloro-1-",0.011
3626,"5-bromo-2,4-dichloro-1-",0.011
3627,"6-bromo-2,3-dichloro-1-",0.011
3628,"6-bromo-2,5-dichloro-1-",0.0077
3629,"2-bromo-3,4,5-trichloro-1-",0.98
3630,"3-bromo-2,4,6-trichloro-1-",0.01
3631,"3-bromo-2,5,6-trichloro-1-",0.01
3632,"4-bromo-2,3,6-trichloro-1-",0.01
3633,"6-bromo-2,3,4-trichloro-1-",0.011
3634,"4-bromo-2,3,5,6-tetrachloro-1-",0.0092
3635,"2,6-dibromo-3-chloro-1-",0.0074
3636,"2,6-dibromo-4-chloro-1-",0.02
3637,"2,4-dibromo-3,5-dichloro-1-",0.0091
3638,"2,4-dibromo-5,6-dichloro-1-",0.0098
3639,"2,3-dibromo-5,6-dichloro-1-",0.91
3640,"2,6-dibromo-3,4,5-trichloro-1-",0.0086
3641,"2,4,6-tribromo-3-chloro-1-",0.0091
3642,"2’,4’,5’,7’-tetrabromo-3,4,5,6-",1.5e+13
3643,bromochloroacetonitrile,8.2
3644,"1-bromo-3-chloro-5,5-",12
3645,3-(4-bromo-3-chlorophenyl)-1-,0.22
3646,halacrinate,240
3647,bromuconazole,120000
3648,"5,7-dibromo-2-(5-bromo-7-chloro-1,3-",4.2e+09
3649,chlorantraniliprole,7e+15
3650,tribromofluoromethane,0.0015
3651,bromochlorodifluoromethane,0.0001
3652,"1-bromo-1-chloro-2,2,2-trifluoroethane",0.00056
3653,chlorfenapyr,1700
3654,fluazolate,0.13
3655,iodomethane,0.002
3656,diiodomethane,0.023
3657,triiodomethane,0.0062
3658,iodoethane,0.15
3659,1-iodopropane,0.0011
3660,2-iodopropane,0.00085
3661,1-iodobutane,0.00054
3662,2-iodobutane,0.0007
3663,1-iodopentane,0.00099
3664,1-iodohexane,0.82
3665,1-iodoheptane,0.00026
3666,iodocyclohexane,0.0039
3667,3-iodo-1-propene,0.0038
3668,1-iodocyclohexene,0.0041
3669,iodobenzene,0.0077
3670,iodoacetic acid,240
3671,2-iodophenol,14
3672,3-iodophenol,70
3673,4-iodophenol,46
3674,erythrosine,3.9e+13
3675,"4-hydroxy-3,5-diiodo-benzonitrile",130
3676,3-iodo-2-propynyl butylcarbamate,82
3677,diatrizoic acid,3.5e+12
3678,iothalamic acid,4.4e+12
3679,benodanil,620000
3680,iopamidol,9e+19
3681,ioxaglic acid,2.7e+35
3682,"1,1,1,2,2,3,3-heptafluoro-5-",4.6e-06
3683,5-diethylamiloride,8.8e-07
3684,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-",3.2e-08
3685,chloroiodomethane,0.0088
3686,methanethiol,0.0038
3687,ethanethiol,0.0028
3688,"1,2-ethanedithiol",0.082
3689,thiirane,0.028
3690,1-propanethiol,0.0017
3691,2-propanethiol,0.21
3692,1-butanethiol,0.0015
3693,2-butanethiol,0.0014
3694,2-methyl-1-propanethiol,0.0024
3695,2-methyl-2-propanethiol,0.0016
3696,"1,4-dithiane",0.23
3697,1-pentanethiol,0.00082
3698,1-hexanethiol,0.0019
3699,1-heptanethiol,0.0027
3700,1-octanethiol,0.00043
3701,tert-octanethiol,0.00052
3702,1-nonanethiol,0.12
3703,1-decanethiol,0.00099
3704,1-dodecanethiol,0.00017
3705,dicyclohexyldisulfide,0.0025
3706,dimethyl sulfide,0.0056
3707,ethyl methyl sulfide,0.0042
3708,diethyl sulfide,0.0035
3709,dipropyl sulfide,0.0033
3710,di-(2-propyl)-sulfide,0.003
3711,allyl methyl sulfide,0.0042
3712,dimethyl disulfide,0.0058
3713,diethyl disulfide,0.37
3714,dipropyl disulfide,0.0024
3715,carbon disulfide,0.00061
3716,"2,3,4-trithiapentane",0.021
3717,5-propyl-5-nonanethiol,0.00017
3718,allyl mercaptan,0.012
3719,"3,3’-thiobis-1-propene",0.0041
3720,thiophene,0.44
3721,2-methylthiophene,0.0041
3722,3-methylthiophene,0.0017
3723,propyl allyl disulfide,0.0035
3724,benzenethiol,0.029
3725,methyl phenyl sulfide,0.04
3726,2-methylbenzenethiol,0.027
3727,3-methylbenzenethiol,0.027
3728,4-methylbenzenethiol,0.027
3729,benzenemethanethiol,0.047
3730,dibenzothiophene,0.29
3731,benzyl sulfide,1.9
3732,carbon oxide sulfide,0.00021
3733,"sulfuric acid, dimethyl ester",6.9
3734,dimethylsulfoxide,980
3735,dimethylsulfone,0.5
3736,mercaptoacetic acid,520
3737,"methanesulfonic acid, methyl ester",2.5
3738,"mercaptoacetic acid, methyl ester",1.6
3739,"methanesulfonic acid, ethyl ester",1.8
3740,divinyl sulfoxide,25
3741,divinyl sulfone,0.2
3742,"2,5-dihydrothiophene sulfone",2.3
3743,thiodiacetic acid,2.2e+08
3744,"thiophene, tetrahydro-, 1,1-dioxide",2.1
3745,2-(ethylthio)ethanol,190
3746,thiodiglycol,5200
3747,"methanesulfonic acid, 1-methylethyl",1.4
3748,4-hydroxybenzenesulfonic acid,3.8e+07
3749,benzenesulfonic acid,3900
3750,dimethipin,430000
3751,4-methylbenzenesulfonic acid,3600
3752,phenylmethanesulfonic acid,9900
3753,"4,4’-sulfonyldiphenol",3.7e+09
3754,lauryl sulfate,55
3755,ethofumesate,270
3756,"1,1’-sulfonylbis(4-(1-methylethyl)-",10
3757,propargite,15
3758,kadethrin,12000
3759,spironolactone,0.9
3760,"2,2’-thiobis(4-(1,1,3,3-",450000
3761,"propanoic acid, 3,3’-thiobis-, didodecyl",2.5
3762,"dioctadecyl 3,3’-thiodipropionate",0.082
3763,methyl isothiocyanate,0.17
3764,thiourea,4900
3765,hydrazinecarbothioamide,15000
3766,"thiocyanic acid, methyl ester",0.22
3767,ethanethioamide,1.5
3768,mercaptamine,27
3769,"thiocyanic acid, ethyl ester",0.17
3770,2-imidazolidinethione,29
3771,ethylthiourea,0.42
3772,allyl isothiocyanate,0.041
3773,dazomet,46000
3774,tetramethylthiourea,850
3775,thiram,93
3776,bis(dimethylthiocarbamyl) sulfide,0.58
3777,benzothiazole,27
3778,2-mercaptobenzothiazole,270
3779,2-benzothiazolamine,76000
3780,phenylthiourea,99000
3781,aziprotryn,400
3782,simetryn,0.22
3783,desmetryn,21000
3784,thioquinox,130
3785,"thiocyanic acid, (2-",1.5e+06
3786,ametryn,4100
3787,cimetidine,1e+10
3788,prometryn,820
3789,terbutryn,470
3790,disulfiram,0.12
3791,1-naphthalenylthiourea,1200
3792,"4,4’-thiobisbenzenamine",2.5e+06
3793,dipropetryn,600
3794,dimethametryn,8200
3795,phenothiazine,350
3796,"2,2’-dithiobisbenzothiazole",4.2e+07
3797,methapyrilene,36
3798,olanzapine,1.3e+09
3799,taurine,5.8e+06
3800,2-amino-5-nitrothiazole,1.9e+06
3801,acesulfame,1000
3802,methomyl,520000
3803,4-aminobenzenesulfonic acid,1.1e+07
3804,sulfanilamide,66000
3805,nithiazide,6.2e+09
3806,2-methylbenzenesulfonamide,21
3807,4-methylbenzenesulfonamide,21
3808,ethidimuron,1.4e+08
3809,oxamyl,42000
3810,aldicarb,6600
3811,aldicarb sulfone,3700
3812,butocarboxim,17000
3813,butoxycarboxim,0.35
3814,saccharin,8200
3815,acibenzolar-S-methyl,82
3816,quinomethionate,160
3817,nifurthiazole,1.3e+12
3818,4-methylbenzenesulfonyl isocyanate,0.17
3819,tinidazole,190000
3820,metribuzin,82000
3821,tricyclazole,320000
3822,thidiazuron,3e+07
3823,sulfathiazole,1.7e+08
3824,sulfamethizole,3.8e+08
3825,ethiozin,200
3826,molinate,7.7
3827,thiabendazole,470000
3828,"benzo[b]thiophene-4-ol, methylcarba-",5800
3829,sulfamethoxazole,1.5e+07
3830,bentazone,4500
3831,buthidazole,4.8e+06
3832,thiodicarb,11
3833,pebulate,0.041
3834,vernolate,0.32
3835,sulfisoxazole,6.2e+06
3836,ethiofencarb,8200
3837,methiocarb,8.3
3838,cycloate,1.9
3839,methoprotryn,31000
3840,butylate,0.12
3841,carboxin,31000
3842,oxycarboxin,900000
3843,thifensulfuron-methyl,3.4e+08
3844,sulfamethazine,3.2e+07
3845,thiophanate-methyl,8200
3846,"4,4’-oxydi(benzenesulfonohydrazide)",7.8e+11
3847,albendazole,0.13
3848,oryzalin,5200
3849,isomethiozin,790
3850,isobornyl thiocyanoacetate,38
3851,nitralin,1400
3852,bupirimate,100
3853,timolol,2.3e+11
3854,dithianone,170000
3855,metsulfuron-methyl,7.5e+10
3856,rimsulfuron,15000
3857,thiophanate,1.9e+07
3858,sumatriptan,0.22
3859,sulfometuron methyl,8.2e+12
3860,tribenuron-methyl,9.7e+07
3861,propoxycarbazone,7e+11
3862,valdecoxib,450000
3863,topramezone,1e+12
3864,sulfosulfuron,430000
3865,orthosulfamuron,13000
3866,buprofezin,2.3
3867,bensulfuron methyl,7e+10
3868,esomeprazole,3.3e+13
3869,foramsulfuron,1.7e+11
3870,sethoxydim,450000
3871,mesosulfuron-methyl,9e+10
3872,rosiglitazone,0.58
3873,rabeprazole,8.2e+11
3874,furathiocarb,7600
3875,lincomycin,3.3e+17
3876,pioglitazone,5.8e+06
3877,tamsulosin,2e+09
3878,sufentanil,2.4e+09
3879,sildenafil,1.4e+15
3880,tirofiban,1.3e+09
3881,vardenafil,5.2e+15
3882,taurocholic acid,1.9e+15
3883,dalfopristin,2.2e+24
3884,tinopal,1.2e+38
3885,quinupristin,0.49
3886,"3,3,4,4,4-pentafluorobutane-1-thiol",5.2e-05
3887,"3,3,4,4,5,5,6,6,6-nonafluoro-1-",1.9e-06
3888,"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-",9.7e-09
3889,"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-",1.2e-07
3890,perfluorobutane sulfonic acid,2
3891,perfluorohexane sulfonic acid,0.51
3892,perfluorooctane sulfonic acid,0.0009
3893,heptadecafluorooctanesulfonyl fluoride,1.5e-07
3894,fluticasone,4300
3895,thiazafluron,32000
3896,undecafluoro-N-methyl-1-,0.00035
3897,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-",18
3898,tridecafluoro-N-methyl-1-,6.7e-05
3899,perfluorooctane sulfonamide,5.5e-06
3900,emtricitabine,9e+11
3901,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-",1.3e-05
3902,"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-",3.4
3903,heptadecafluoro-N-,2.4e-06
3904,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",0.64
3905,2-methyl[(nonafluorobutyl)sulfonyl],0.51
3906,mefluidide,760000
3907,"2-(methyl-(1,1,2,2,3,3,4,4,5,5,5-",0.097
3908,2-(methyl((nonafluorobutyl)sulfonyl),0.33
3909,acrylic acid 2-,0.18
3910,florasulam,1.7e+06
3911,2-(methyl((pentadecafluoroheptyl),0.0035
3912,flazasulfuron,1.6e+06
3913,pyrasulfotole,7e+08
3914,flufenacet,1700
3915,ethyl N-ethyl-N-,0.13
3916,2-(((heptadecafluorooctyl)sulfonyl),0.00042
3917,isoxaflutole,53000
3918,primisulfuron-methyl,7e+06
3919,penoxsulam,9e+12
3920,pantoprazole,1.7e+14
3921,2-(N-ethylperfluorooctanesulfamido)ethyl,0.00032
3922,thiazopyr,21
3923,celecoxib,1.3e+07
3924,2-butyl[(heptadecafluorooctyl)sulfonyl],0.00029
3925,thidiazimin,3.5e+08
3926,benthiavalicarb isopropyl,0.11
3927,rosuvastatin,2.9e+14
3928,trichloromethanesulfenyl chloride,0.041
3929,"1,1,2,2-tetrachloroethanesulfenyl chlo-",0.088
3930,2-chloroethyl ethyl sulfide,0.02
3931,"2,2’-dichlorodiethylsulfide",0.3
3932,pentachlorobenzenethiol,0.066
3933,tetrasul,0.93
3934,methanesulfonyl chloride,0.22
3935,bis(trichloromethyl)sulfone,820
3936,benzenesulfonyl chloride,1.1
3937,4-methylbenzenesulfonyl chloride,1
3938,endosulfan,0.94
3939,endosulfan sulfate,820000
3940,mcpa-thioethyl,0.45
